id,host_neighbourhood,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,state,zipcode,market,smart_location,latitude,longitude,price
958,Duboce Triangle,"San Francisco, CA, United States",Lower Haight,Western Addition,,CA,94117,San Francisco,"San Francisco, CA",37.76931,-122.43386,170.00
5858,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.74511,-122.42102,235.00
7918,Cole Valley,"San Francisco, CA, United States",Cole Valley,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.76669,-122.4525,65.00
8142,Cole Valley,"San Francisco, CA, United States",Cole Valley,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.76487,-122.45183,65.00
8339,Alamo Square,"San Francisco, CA, United States",Alamo Square,Western Addition,,CA,94117,San Francisco,"San Francisco, CA",37.77525,-122.43637,685.00
8567,Western Addition/NOPA,"San Francisco, CA, United States",Western Addition/NOPA,Western Addition,,CA,94115,San Francisco,"San Francisco, CA",37.78471,-122.44555,255.00
8739,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75919,-122.42237,139.00
9225,Potrero Hill,"San Francisco, CA, United States",Potrero Hill,Potrero Hill,,CA,94107,San Francisco,"San Francisco, CA",37.76259,-122.40543,135.00
10251,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75874,-122.41327,265.00
10820,Lower Haight,"San Francisco, CA, United States",Lower Haight,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.77187,-122.43859,177.00
10824,Lower Haight,"San Francisco, CA, United States",Hayes Valley,Western Addition,,CA,94102,San Francisco,"San Francisco, CA",37.77355,-122.42436,194.00
10832,Lower Haight,"San Francisco, CA, United States",Union Square,Downtown/Civic Center,,CA,94102,San Francisco,"San Francisco, CA",37.78574,-122.40798,139.00
12041,Cole Valley,"San Francisco, CA, United States",Haight-Ashbury,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.77019,-122.44594,85.00
12042,Cole Valley,"San Francisco, CA, United States",Haight-Ashbury,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.76894,-122.44778,85.00
12522,The Castro,"San Francisco, CA, United States",The Castro,Castro/Upper Market,,CA,94114,San Francisco,"San Francisco, CA",37.76075,-122.43032,79.00
12584,Cole Valley,"San Francisco, CA, United States",Cole Valley,Inner Sunset,,CA,94117,San Francisco,"San Francisco, CA",37.76203,-122.45455,166.00
14125,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75491,-122.42246,215.00
17132,El Grenada,"San Francisco, CA, United States",South Beach,South of Market,,CA,94105,San Francisco,"San Francisco, CA",37.78647,-122.39072,450.00
18231,Noe Valley,"San Francisco, CA, United States",Noe Valley,Noe Valley,,CA,94114,San Francisco,"San Francisco, CA",37.74888,-122.42982,107.00
18904,Lower Haight,"San Francisco, CA, United States",Hayes Valley,Western Addition,,CA,94117,San Francisco,"San Francisco, CA",37.77252,-122.43216,110.00
21334,Nob Hill,"San Francisco, CA, United States",Nob Hill,Nob Hill,,CA,94133,San Francisco,"San Francisco, CA",37.7958,-122.41533,125.00
21914,Cole Valley,"San Francisco, CA, United States",Cole Valley,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.7648,-122.45251,65.00
23611,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.74556,-122.41207,100.00
23630,The Castro,"San Francisco, CA, United States",The Castro,Castro/Upper Market,,CA,94114,San Francisco,"San Francisco, CA",37.75963,-122.44143,155.00
24450,Noe Valley,"San Francisco, CA, United States",Noe Valley,Noe Valley,,CA,94114,San Francisco,"San Francisco, CA",37.74885,-122.43673,180.00
24463,Potrero Hill,"San Francisco, CA, United States",Potrero Hill,Potrero Hill,,CA,94107,San Francisco,"San Francisco, CA",37.75645,-122.3991,155.00
24685,Lower Haight,"San Francisco, CA, United States",Haight-Ashbury,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.77162,-122.43836,79.00
24723,Western Addition/NOPA,"San Francisco, CA, United States",Western Addition/NOPA,Western Addition,,CA,94115,San Francisco,"San Francisco, CA",37.78716,-122.43386,195.00
25094,Glen Park,"San Francisco, CA, United States",Noe Valley,Noe Valley,,CA,94131,San Francisco,"San Francisco, CA",37.74188,-122.43122,150.00
25463,Lower Haight,"San Francisco, CA, United States",Alamo Square,Western Addition,,CA,94117,San Francisco,"San Francisco, CA",37.77729,-122.43421,110.00
25662,Potrero Hill,"San Francisco, CA, United States",Potrero Hill,Potrero Hill,,CA,94107,San Francisco,"San Francisco, CA",37.76212,-122.39541,125.00
25927,Western Addition/NOPA,"San Francisco, CA, United States",Western Addition/NOPA,Western Addition,,CA,94115,San Francisco,"San Francisco, CA",37.78895,-122.43031,110.00
26408,Alamo Square,"San Francisco, CA, United States",Alamo Square,Western Addition,,CA,94117,San Francisco,"San Francisco, CA",37.77478,-122.4315,450.00
27025,The Castro,"San Francisco, CA, United States",The Castro,Castro/Upper Market,,CA,94114,San Francisco,"San Francisco, CA",37.76298,-122.43136,150.00
27028,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.76098,-122.42158,199.00
29373,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.73729,-122.41163,220.00
29557,Richmond District,"San Francisco, CA, United States",Richmond District,Outer Richmond,,CA,94121,San Francisco,"San Francisco, CA",37.77931,-122.50518,155.00
32414,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.74025,-122.41259,150.00
39174,Noe Valley,"San Francisco, CA, United States",Noe Valley,Noe Valley,,CA,94110,San Francisco,"San Francisco, CA",37.7483,-122.42488,107.00
39418,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.74093,-122.42055,94.00
40092,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.76016,-122.41969,108.00
40138,Presidio Heights,"San Francisco, CA, United States",Presidio Heights,Presidio Heights,,CA,94118,San Francisco,"San Francisco, CA",37.78255,-122.44844,83.00
41055,The Castro,"San Francisco, CA, United States",The Castro,Castro/Upper Market,,CA,94114,San Francisco,"San Francisco, CA",37.76125,-122.43335,159.00
41172,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.74083,-122.41763,125.00
41423,Glen Park,"San Francisco, CA, United States",Glen Park,Glen Park,,CA,94131,San Francisco,"San Francisco, CA",37.73557,-122.43302,136.00
41609,Nob Hill,"San Francisco, CA, United States",Nob Hill,Nob Hill,,CA,94109,San Francisco,"San Francisco, CA",37.79001,-122.41292,170.00
42403,Noe Valley,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.73356,-122.41851,85.00
42408,Noe Valley,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.73404,-122.41781,85.00
42577,Noe Valley,"San Francisco, CA, United States",Dogpatch,Potrero Hill,,CA,94107,San Francisco,"San Francisco, CA",37.75447,-122.38813,150.00
43778,Noe Valley,"San Francisco, CA, United States",Haight-Ashbury,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.77272,-122.44084,120.00
44680,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75121,-122.42165,175.00
45299,The Castro,"San Francisco, CA, United States",The Castro,Castro/Upper Market,,CA,94114,San Francisco,"San Francisco, CA",37.76068,-122.43331,116.00
45956,Lower Haight,"San Francisco, CA, United States",Lower Haight,Western Addition,,CA,94117,San Francisco,"San Francisco, CA",37.77248,-122.43016,125.00
47486,Ingleside,"San Francisco, CA, United States",Ingleside,Ocean View,,CA,94127,San Francisco,"San Francisco, CA",37.72536,-122.46861,78.00
47682,Pacific Heights,"San Francisco, CA, United States",Pacific Heights,Pacific Heights,,CA,94109,San Francisco,"San Francisco, CA",37.7925,-122.42431,120.00
48471,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75542,-122.40703,76.00
51073,SoMa,"San Francisco, CA, United States",SoMa,South of Market,,CA,94103,San Francisco,"San Francisco, CA",37.77116,-122.42199,160.00
51557,Duboce Triangle,"San Francisco, CA, United States",Lower Haight,Western Addition,,CA,94117,San Francisco,"San Francisco, CA",37.77121,-122.42834,119.00
51773,Pacific Heights,"San Francisco, CA, United States",Pacific Heights,Pacific Heights,,CA,94109,San Francisco,"San Francisco, CA",37.79312,-122.426,55.00
52713,Nob Hill,"San Francisco, CA, United States",Nob Hill,Nob Hill,,CA,94133,San Francisco,"San Francisco, CA",37.79667,-122.41272,99.00
53280,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.73878,-122.41189,90.00
54518,Financial District,"San Francisco, CA, United States",Financial District,Financial District,,CA,94104,San Francisco,"San Francisco, CA",37.7933,-122.40079,210.00
54634,Pacific Heights,"San Francisco, CA, United States",Pacific Heights,Pacific Heights,,CA,94109,San Francisco,"San Francisco, CA",37.79166,-122.4265,115.00
55632,Richmond District,"San Francisco, CA, United States",Richmond District,Outer Richmond,,CA,94121,San Francisco,"San Francisco, CA",37.77959,-122.48619,116.00
55636,Richmond District,"San Francisco, CA, United States",Twin Peaks,Twin Peaks,,CA,94131,San Francisco,"San Francisco, CA",37.74889,-122.44479,116.00
56621,Pacific Heights,"San Francisco, CA, United States",Pacific Heights,Pacific Heights,,CA,94109,San Francisco,"San Francisco, CA",37.79216,-122.42458,55.00
57561,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.7472,-122.41443,175.00
57676,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75762,-122.41933,99.00
58185,Sunset District,"San Francisco, CA, United States",Inner Sunset,Inner Sunset,,CA,94131,San Francisco,"San Francisco, CA",37.75504,-122.45871,350.00
59344,Noe Valley,"San Francisco, CA, United States",Noe Valley,Noe Valley,,CA,94131,San Francisco,"San Francisco, CA",37.74565,-122.42864,135.00
59381,Russian Hill,"San Francisco, CA, United States",Russian Hill,Russian Hill,,CA,94133,San Francisco,"San Francisco, CA",37.8031,-122.41596,109.00
59702,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.74209,-122.41409,150.00
59831,Outer Sunset,"San Francisco, CA, United States",Outer Sunset,Outer Sunset,,CA,94122,San Francisco,"San Francisco, CA",37.75674,-122.49178,100.00
62519,Glen Park,"San Francisco, CA, United States",Noe Valley,Glen Park,,CA,94131,San Francisco,"San Francisco, CA",37.74183,-122.42993,85.00
62651,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.76245,-122.42432,1100.00
63247,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.74926,-122.41398,166.00
63405,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.754,-122.41771,125.00
64165,Marina,"San Francisco, CA, United States",Marina,Marina,,CA,94123,San Francisco,"San Francisco, CA",37.80317,-122.42874,90.00
66119,Richmond District,"San Francisco, CA, United States",Richmond District,Inner Richmond,,CA,94121,San Francisco,"San Francisco, CA",37.77798,-122.47812,95.00
66188,Noe Valley,"San Francisco, CA, United States",Richmond District,Outer Richmond,,CA,94121,San Francisco,"San Francisco, CA",37.77719,-122.50906,216.00
68239,Noe Valley,"San Francisco, CA, United States",Noe Valley,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75426,-122.42387,326.00
69410,Richmond District,"San Francisco, CA, United States",Richmond District,Inner Richmond,,CA,94118,San Francisco,"San Francisco, CA",37.77442,-122.46319,80.00
69549,Excelsior,"San Francisco, CA, United States",Excelsior,Excelsior,,CA,94112,San Francisco,"San Francisco, CA",37.73027,-122.42644,46.00
69553,Excelsior,"San Francisco, CA, United States",Excelsior,Excelsior,,CA,94112,San Francisco,"San Francisco, CA",37.73128,-122.42478,45.00
69681,Noe Valley,"San Francisco, CA, United States",Richmond District,Seacliff,,CA,94121,San Francisco,"San Francisco, CA",37.77707,-122.50923,185.00
70139,Noe Valley,"San Francisco, CA, United States",Noe Valley,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.74527,-122.42424,108.00
70284,Chinatown,"San Francisco, CA, United States",Chinatown,Chinatown,,CA,94108,San Francisco,"San Francisco, CA",37.79364,-122.40635,30.00
70753,Chinatown,"San Francisco, CA, United States",Financial District,Financial District,,CA,94111,San Francisco,"San Francisco, CA",37.79447,-122.4045,45.00
71645,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.74578,-122.40841,109.00
71779,Richmond District,"San Francisco, CA, United States",Richmond District,Inner Richmond,,CA,94118,San Francisco,"San Francisco, CA",37.77625,-122.46466,80.00
72365,Alamo Square,"San Francisco, CA, United States",Western Addition/NOPA,Western Addition,,CA,94117,San Francisco,"San Francisco, CA",37.77518,-122.43334,100.00
72444,Chinatown,"San Francisco, CA, United States",Financial District,Financial District,,CA,94111,San Francisco,"San Francisco, CA",37.79309,-122.40443,45.00
72921,Alamo Square,"San Francisco, CA, United States",Western Addition/NOPA,Western Addition,,CA,94117,San Francisco,"San Francisco, CA",37.77588,-122.43143,95.00
73011,SoMa,"San Francisco, CA, United States",SoMa,South of Market,,CA,94103,San Francisco,"San Francisco, CA",37.77026,-122.41855,270.00
74451,Alamo Square,"San Francisco, CA, United States",Western Addition/NOPA,Western Addition,,CA,94117,San Francisco,"San Francisco, CA",37.77388,-122.43298,120.00
74758,Excelsior,"San Francisco, CA, United States",Excelsior,Excelsior,,CA,94112,San Francisco,"San Francisco, CA",37.73137,-122.42532,45.00
75422,Excelsior,"San Francisco, CA, United States",Excelsior,Excelsior,,CA,94112,San Francisco,"San Francisco, CA",37.73128,-122.42473,40.00
75423,Excelsior,"San Francisco, CA, United States",Excelsior,Excelsior,,CA,94112,San Francisco,"San Francisco, CA",37.73048,-122.42494,45.00
77175,Glen Park,"San Francisco, CA, United States",Glen Park,Glen Park,,CA,94131,San Francisco,"San Francisco, CA",37.73838,-122.43375,135.00
77932,Excelsior,"San Francisco, CA, United States",Excelsior,Excelsior,,CA,94112,San Francisco,"San Francisco, CA",37.73134,-122.42457,57.00
78651,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75615,-122.41927,75.00
80394,Haight-Ashbury,"San Francisco, CA, United States",Haight-Ashbury,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.77065,-122.44252,140.00
81158,Western Addition/NOPA,"San Francisco, CA, United States",Western Addition/NOPA,Western Addition,,CA,94115,San Francisco,"San Francisco, CA",37.78493,-122.44618,83.00
81256,Excelsior,"San Francisco, CA, United States",Excelsior,Excelsior,,CA,94112,San Francisco,"San Francisco, CA",37.73152,-122.42547,45.00
81535,SoMa,"San Francisco, CA, United States",Civic Center,Downtown/Civic Center,,CA,94102,San Francisco,"San Francisco, CA",37.78025,-122.4131,250.00
82919,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.7343,-122.42092,97.00
83257,Western Addition/NOPA,"San Francisco, CA, United States",Western Addition/NOPA,Western Addition,,CA,94115,San Francisco,"San Francisco, CA",37.78528,-122.44358,90.00
83553,Noe Valley,"San Francisco, CA, United States",Richmond District,Outer Richmond,,CA,94121,San Francisco,"San Francisco, CA",37.77483,-122.50952,85.00
84777,The Castro,"San Francisco, CA, United States",The Castro,Castro/Upper Market,,CA,94114,San Francisco,"San Francisco, CA",37.75969,-122.44445,85.00
87640,Noe Valley,"San Francisco, CA, United States",Noe Valley,Noe Valley,,CA,94131,San Francisco,"San Francisco, CA",37.7455,-122.42898,115.00
91957,Cole Valley,"San Francisco, CA, United States",Cole Valley,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.76194,-122.44929,201.00
96383,Pacific Heights,"San Francisco, CA, United States",Pacific Heights,Pacific Heights,,CA,94109,San Francisco,"San Francisco, CA",37.79176,-122.42476,59.00
99094,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94103,San Francisco,"San Francisco, CA",37.76809,-122.42439,185.00
100710,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75629,-122.42518,450.00
102951,Chinatown,"San Francisco, CA, United States",Chinatown,Chinatown,,CA,94108,San Francisco,"San Francisco, CA",37.79297,-122.40664,30.00
105497,Outer Sunset,"San Francisco, CA, United States",Outer Sunset,Outer Sunset,,CA,94122,San Francisco,"San Francisco, CA",37.75754,-122.49852,85.00
106025,Tenderloin,"San Francisco, CA, United States",Tenderloin,Downtown/Civic Center,,CA,94109,San Francisco,"San Francisco, CA",37.78535,-122.41515,145.00
109883,Balboa Terrace,"San Francisco, CA, United States",Balboa Terrace,West of Twin Peaks,,CA,94127,San Francisco,"San Francisco, CA",37.73327,-122.46435,125.00
110825,Bayview,"San Francisco, CA, United States",Bayview,Bayview,,CA,94124,San Francisco,"San Francisco, CA",37.71549,-122.38922,120.00
113211,Chinatown,"San Francisco, CA, United States",Chinatown,Chinatown,,CA,94108,San Francisco,"San Francisco, CA",37.79294,-122.40659,30.00
114401,The Castro,"San Francisco, CA, United States",The Castro,Castro/Upper Market,,CA,94114,San Francisco,"San Francisco, CA",37.76102,-122.43005,125.00
115242,Telegraph Hill,"San Francisco, CA, United States",Telegraph Hill,North Beach,,CA,94133,San Francisco,"San Francisco, CA",37.80591,-122.4083,125.00
121065,Duboce Triangle,"San Francisco, CA, United States",Lower Haight,Western Addition,,CA,94117,San Francisco,"San Francisco, CA",37.77083,-122.43109,200.00
126046,Haight-Ashbury,"San Francisco, CA, United States",Haight-Ashbury,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.76813,-122.44494,150.00
128230,The Castro,"San Francisco, CA, United States",The Castro,Castro/Upper Market,,CA,94114,San Francisco,"San Francisco, CA",37.75887,-122.43565,328.00
130775,Cole Valley,"San Francisco, CA, United States",Cole Valley,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.76609,-122.45126,65.00
130805,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75586,-122.42092,97.00
132441,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.73974,-122.42299,69.00
134015,Marina,"San Francisco, CA, United States",Marina,Marina,,CA,94123,San Francisco,"San Francisco, CA",37.80356,-122.42589,275.00
134193,Richmond District,"San Francisco, CA, United States",Richmond District,Inner Richmond,,CA,94121,San Francisco,"San Francisco, CA",37.7806,-122.47597,550.00
137129,Richmond District,"San Francisco, CA, United States",Richmond District,Inner Richmond,,CA,94118,San Francisco,"San Francisco, CA",37.7879,-122.46474,850.00
137546,Noe Valley,"San Francisco, CA, United States",Noe Valley,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.74708,-122.42456,102.00
138592,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75558,-122.42474,1200.00
138619,Telegraph Hill,"San Francisco, CA, United States",Telegraph Hill,North Beach,,CA,94133,San Francisco,"San Francisco, CA",37.79835,-122.4042,150.00
138772,The Castro,"San Francisco, CA, United States",The Castro,Castro/Upper Market,,CA,94114,San Francisco,"San Francisco, CA",37.75823,-122.43273,150.00
140568,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.73874,-122.41624,90.00
142177,Richmond District,"San Francisco, CA, United States",Richmond District,Outer Richmond,,CA,94121,San Francisco,"San Francisco, CA",37.78471,-122.48125,399.00
144043,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.74547,-122.40726,85.00
144978,Pacific Heights,"San Francisco, CA, United States",Pacific Heights,Pacific Heights,,CA,94109,San Francisco,"San Francisco, CA",37.79336,-122.42506,56.00
147443,Diamond Heights,"San Francisco, CA, United States",Diamond Heights,Diamond Heights,,CA,94131,San Francisco,"San Francisco, CA",37.74599,-122.44532,230.00
148559,Duboce Triangle,"San Francisco, CA, United States",Duboce Triangle,Castro/Upper Market,,CA,94114,San Francisco,"San Francisco, CA",37.76787,-122.43172,275.00
148769,Diamond Heights,"San Francisco, CA, United States",Twin Peaks,Twin Peaks,,CA,94131,San Francisco,"San Francisco, CA",37.75195,-122.44928,115.00
150053,South Beach,"San Francisco, CA, United States",South Beach,South of Market,,CA,94105,San Francisco,"San Francisco, CA",37.7876,-122.39222,600.00
150347,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.76202,-122.41876,179.00
150848,Potrero Hill,"San Francisco, CA, United States",Potrero Hill,Potrero Hill,,CA,94107,San Francisco,"San Francisco, CA",37.762,-122.39391,75.00
162934,Richmond District,"San Francisco, CA, United States",Richmond District,Outer Richmond,,CA,94121,San Francisco,"San Francisco, CA",37.77761,-122.50378,149.00
164207,West Portal,"San Francisco, CA, United States",West Portal,West of Twin Peaks,,CA,94127,San Francisco,"San Francisco, CA",37.74159,-122.46578,69.00
166199,The Castro,"San Francisco, CA, United States",The Castro,Castro/Upper Market,,CA,94114,San Francisco,"San Francisco, CA",37.76194,-122.43239,220.00
166771,Haight-Ashbury,"San Francisco, CA, United States",Haight-Ashbury,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.76827,-122.44678,185.00
174679,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75452,-122.40716,80.00
175090,Noe Valley,"San Francisco, CA, United States",Financial District,Financial District,,CA,94104,San Francisco,"San Francisco, CA",37.79018,-122.40475,110.00
175102,Noe Valley,"San Francisco, CA, United States",Financial District,Financial District,,CA,94104,San Francisco,"San Francisco, CA",37.79076,-122.40403,135.00
176274,Excelsior,"San Francisco, CA, United States",Excelsior,Excelsior,,CA,94112,San Francisco,"San Francisco, CA",37.73143,-122.42325,45.00
177137,Chinatown,"San Francisco, CA, United States",Chinatown,Chinatown,,CA,94133,San Francisco,"San Francisco, CA",37.79675,-122.40781,135.00
179876,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75606,-122.4089,92.00
181407,Glen Park,"San Francisco, CA, United States",Glen Park,Glen Park,,CA,94131,San Francisco,"San Francisco, CA",37.73723,-122.43139,155.00
183334,Bernal Heights,"Bernal Heights, San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"Bernal Heights, San Francisco, CA",37.74531,-122.41122,225.00
183859,Glen Park,"San Francisco, CA, United States",Glen Park,Glen Park,,CA,94131,San Francisco,"San Francisco, CA",37.73626,-122.43677,220.00
187730,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75757,-122.41939,75.00
189068,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.73856,-122.41687,90.00
189894,Marina,"San Francisco, CA, United States",Marina,Marina,,CA,94123,San Francisco,"San Francisco, CA",37.80318,-122.42977,150.00
191632,Western Addition/NOPA,"San Francisco, CA, United States",Western Addition/NOPA,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.77311,-122.44979,138.00
199480,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.74557,-122.41187,90.00
201313,Telegraph Hill,"San Francisco, CA, United States",Telegraph Hill,North Beach,,CA,94111,San Francisco,"San Francisco, CA",37.8034,-122.40485,182.00
201579,Alamo Square,"San Francisco, CA, United States",Alamo Square,Western Addition,,CA,94117,San Francisco,"San Francisco, CA",37.77756,-122.43326,136.00
206566,Chinatown,"San Francisco, CA, United States",Chinatown,Chinatown,,CA,94108,San Francisco,"San Francisco, CA",37.79507,-122.40498,30.00
206634,Chinatown,"San Francisco, CA, United States",Chinatown,Chinatown,,CA,94108,San Francisco,"San Francisco, CA",37.79466,-122.40523,30.00
206637,Chinatown,"San Francisco, CA, United States",Chinatown,Chinatown,,CA,94108,San Francisco,"San Francisco, CA",37.79291,-122.40637,30.00
207980,Diamond Heights,"San Francisco, CA, United States",Noe Valley,Noe Valley,,CA,94131,San Francisco,"San Francisco, CA",37.74446,-122.43776,295.00
208727,Richmond District,"San Francisco, CA, United States",Richmond District,Outer Richmond,,CA,94121,San Francisco,"San Francisco, CA",37.78265,-122.48971,85.00
208831,North Beach,"San Francisco, CA, United States",North Beach,Russian Hill,,CA,94133,San Francisco,"San Francisco, CA",37.80242,-122.4144,165.00
209514,Haight-Ashbury,"San Francisco, CA, United States",Haight-Ashbury,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.77118,-122.44963,92.00
212265,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75551,-122.40882,178.00
212783,Haight-Ashbury,"San Francisco, CA, United States",Haight-Ashbury,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.77108,-122.44942,98.00
213532,Haight-Ashbury,"San Francisco, CA, United States",Haight-Ashbury,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.77085,-122.44811,78.00
213854,The Castro,"San Francisco, CA, United States",The Castro,Castro/Upper Market,,CA,94114,San Francisco,"San Francisco, CA",37.76146,-122.43817,325.00
216042,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.74382,-122.41773,147.00
216064,Mission Terrace,"San Francisco, CA, United States",Mission Terrace,Outer Mission,,CA,94112,San Francisco,"San Francisco, CA",37.72652,-122.43468,75.00
217106,Alamo Square,"San Francisco, CA, United States",Haight-Ashbury,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.76468,-122.44523,110.00
218567,Japantown,"San Francisco, CA, United States",Western Addition/NOPA,Western Addition,,CA,94115,San Francisco,"San Francisco, CA",37.78594,-122.43219,200.00
220418,Haight-Ashbury,"San Francisco, CA, United States",Haight-Ashbury,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.77042,-122.45019,78.00
221342,Russian Hill,"San Francisco, CA, United States",Russian Hill,Russian Hill,,CA,94133,San Francisco,"San Francisco, CA",37.80281,-122.4154,139.00
224579,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75632,-122.40478,145.00
225205,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.76097,-122.42313,115.00
225933,Duboce Triangle,"San Francisco, CA, United States",Duboce Triangle,Castro/Upper Market,,CA,94114,San Francisco,"San Francisco, CA",37.7684,-122.43086,99.00
229240,Chinatown,"San Francisco, CA, United States",Financial District,Financial District,,CA,94111,San Francisco,"San Francisco, CA",37.79341,-122.4034,45.00
