id,neighbourhood_group,neighbourhood,latitude,longitude,2019price,year
2158171,Manhattan,Financial District,40.70451,-74.00671,575,2019
2159193,Brooklyn,Carroll Gardens,40.68497,-73.9902,125,2019
2159898,Manhattan,East Village,40.72671,-73.98437,190,2019
2160591,Brooklyn,Bushwick,40.68926,-73.91595,70,2019
2163602,Manhattan,Upper West Side,40.77874,-73.98437,599,2019
2164135,Brooklyn,Bedford-Stuyvesant,40.69112,-73.95203,80,2019
2164631,Manhattan,Upper East Side,40.77464,-73.95226,99,2019
2165107,Manhattan,Upper East Side,40.7604,-73.96029,100,2019
2165933,Manhattan,Theater District,40.76252,-73.98376,200,2019
2168268,Manhattan,Harlem,40.82252,-73.94462,60,2019
2169106,Brooklyn,Prospect-Lefferts Gardens,40.6591,-73.96116,100,2019
2169765,Manhattan,Murray Hill,40.74855,-73.98001,2000,2019
2170035,Manhattan,Harlem,40.812,-73.95367,90,2019
2170618,Brooklyn,Clinton Hill,40.68214,-73.96474,61,2019
2171809,Brooklyn,Williamsburg,40.71557,-73.96149,99,2019
2171821,Queens,Ridgewood,40.70218,-73.91005,100,2019
2172139,Manhattan,Upper West Side,40.77608,-73.97614,340,2019
2175827,Brooklyn,Williamsburg,40.71354,-73.96183,75,2019
2177004,Brooklyn,Williamsburg,40.71364,-73.96427,130,2019
2178294,Brooklyn,Williamsburg,40.71328,-73.95154,140,2019
2181941,Manhattan,Harlem,40.81562,-73.94426,112,2019
2182899,Manhattan,East Village,40.72456,-73.98004,160,2019
2183423,Manhattan,Harlem,40.81333,-73.94194,165,2019
2185668,Manhattan,Chelsea,40.74106,-74.00262,80,2019
2185842,Manhattan,Hell's Kitchen,40.76,-73.99009,850,2019
2186138,Manhattan,Midtown,40.75764,-73.96827,950,2019
2186452,Manhattan,Tribeca,40.71725,-74.00528,1500,2019
2186699,Manhattan,Chelsea,40.74259,-73.99708,160,2019
2187847,Manhattan,West Village,40.73818,-74.00433,300,2019
2188204,Brooklyn,Bedford-Stuyvesant,40.67892,-73.95156,150,2019
2189129,Brooklyn,Park Slope,40.66587,-73.97737,250,2019
2189450,Manhattan,East Village,40.72358,-73.9867,100,2019
2189742,Manhattan,Harlem,40.82811,-73.94372,49,2019
2191591,Manhattan,Upper East Side,40.78401,-73.94863,675,2019
2191612,Manhattan,Hell's Kitchen,40.76293,-73.98981,150,2019
2193027,Manhattan,Upper East Side,40.78328,-73.95273,300,2019
2193649,Manhattan,Lower East Side,40.71735,-73.99095,79,2019
2193902,Manhattan,East Village,40.72422,-73.98211,225,2019
2193945,Brooklyn,Bedford-Stuyvesant,40.68775,-73.9521,90,2019
2194038,Brooklyn,Fort Greene,40.68683,-73.96981,285,2019
2194382,Manhattan,Upper West Side,40.78731,-73.97805,300,2019
2196271,Brooklyn,Bushwick,40.69972,-73.92244,55,2019
2197283,Manhattan,Washington Heights,40.84058,-73.93885,80,2019
2197401,Manhattan,Washington Heights,40.84119,-73.939,90,2019
2197725,Manhattan,Upper East Side,40.7759,-73.94921,325,2019
2198970,Manhattan,Washington Heights,40.84531,-73.93583,55,2019
2201154,Manhattan,NoHo,40.7278,-73.99205,208,2019
2201491,Manhattan,West Village,40.73776,-73.99996,156,2019
2201581,Brooklyn,Bedford-Stuyvesant,40.69587,-73.94037,85,2019
2202858,Brooklyn,Fort Greene,40.69093,-73.97936,200,2019
2203154,Manhattan,East Village,40.73087,-73.98713,180,2019
2203450,Brooklyn,Williamsburg,40.71577,-73.95408,250,2019
2203926,Brooklyn,Williamsburg,40.71292,-73.95876,325,2019
2206311,Manhattan,Midtown,40.75701,-73.96781,140,2019
2208545,Manhattan,Chinatown,40.71539,-73.99379,160,2019
2208567,Manhattan,Lower East Side,40.72053,-73.98901,130,2019
2209460,Manhattan,West Village,40.73747,-74.00014,110,2019
2209835,Manhattan,Kips Bay,40.74361,-73.97677,150,2019
2210041,Manhattan,Upper West Side,40.78616,-73.97348,149,2019
2210088,Manhattan,Chelsea,40.74798,-74.00314,900,2019
2210615,Manhattan,Chelsea,40.74047,-73.99508,215,2019
2210663,Manhattan,Upper West Side,40.79558,-73.96969,155,2019
2210795,Brooklyn,Gowanus,40.68019,-73.98119,50,2019
2211028,Brooklyn,Greenpoint,40.72764,-73.95557,225,2019
2213680,Manhattan,Harlem,40.82649,-73.95253,65,2019
2214256,Brooklyn,Bedford-Stuyvesant,40.68631,-73.93993,112,2019
2214323,Manhattan,Lower East Side,40.71969,-73.99287,250,2019
2214689,Brooklyn,Williamsburg,40.71527,-73.94038,65,2019
2214710,Brooklyn,Greenpoint,40.72572,-73.94031,159,2019
2214831,Manhattan,Upper West Side,40.78605,-73.97354,99,2019
2214978,Manhattan,Upper West Side,40.7834,-73.97904,395,2019
2216470,Brooklyn,Bushwick,40.70039,-73.92867,145,2019
2217342,Manhattan,West Village,40.73311,-74.00401,185,2019
2217398,Manhattan,Kips Bay,40.74262,-73.97945,1500,2019
2217609,Brooklyn,Williamsburg,40.70046,-73.95133,45,2019
2219294,Manhattan,Upper West Side,40.78835,-73.97257,60,2019
2220959,Manhattan,Kips Bay,40.73879,-73.98226,749,2019
2221852,Manhattan,Washington Heights,40.83426,-73.94758,55,2019
2222428,Manhattan,Midtown,40.74364,-73.98303,1000,2019
2222641,Manhattan,West Village,40.73823,-74.00233,165,2019
2223082,Manhattan,Chelsea,40.74502,-74.00429,285,2019
2223247,Manhattan,Upper East Side,40.77266,-73.95257,220,2019
2223628,Bronx,Kingsbridge,40.86467,-73.90125,75,2019
2224417,Brooklyn,Bushwick,40.70147,-73.92005,120,2019
2224896,Manhattan,Upper West Side,40.79476,-73.97299,4000,2019
2227377,Manhattan,Gramercy,40.73588,-73.98252,650,2019
2228296,Manhattan,Midtown,40.76402,-73.9777,750,2019
2228840,Brooklyn,Bushwick,40.70054,-73.92374,100,2019
2230762,Manhattan,Harlem,40.80922,-73.95306,95,2019
2230982,Manhattan,Financial District,40.70511,-74.00943,1000,2019
2231296,Manhattan,Greenwich Village,40.72926,-73.9989,119,2019
2231814,Brooklyn,Williamsburg,40.70949,-73.94221,1200,2019
2232600,Manhattan,East Village,40.73215,-73.98821,200,2019
2232697,Brooklyn,Crown Heights,40.67167,-73.92434,48,2019
2234100,Manhattan,East Village,40.72672,-73.98851,30,2019
2236458,Queens,Astoria,40.76437,-73.9195,65,2019
2237032,Queens,Long Island City,40.74495,-73.95146,79,2019
2237063,Manhattan,Kips Bay,40.74163,-73.97533,105,2019
2237851,Manhattan,Kips Bay,40.74383,-73.97909,420,2019
2237981,Manhattan,Upper East Side,40.77331,-73.95067,250,2019
2238300,Brooklyn,Bushwick,40.70422,-73.91405,95,2019
2238389,Brooklyn,Sunset Park,40.66296,-73.98955,290,2019
2238435,Manhattan,Harlem,40.81085,-73.94768,100,2019
2240196,Manhattan,Chelsea,40.75,-73.99637,395,2019
2240661,Manhattan,Upper East Side,40.77226,-73.95895,180,2019
2243180,Manhattan,Upper West Side,40.77775,-73.98485,380,2019
2243266,Brooklyn,Bensonhurst,40.60918,-73.99799,40,2019
2243321,Brooklyn,Bensonhurst,40.60931,-73.99847,45,2019
2243548,Manhattan,Lower East Side,40.72082,-73.99028,300,2019
2243699,Manhattan,Little Italy,40.71895,-73.99793,5250,2019
2243769,Manhattan,Upper West Side,40.8002,-73.96045,1500,2019
2243962,Manhattan,Upper West Side,40.79859,-73.9697,125,2019
2243984,Manhattan,West Village,40.73295,-74.00755,1500,2019
2246112,Manhattan,Upper East Side,40.78158,-73.94808,110,2019
2247803,Brooklyn,Crown Heights,40.67112,-73.94536,105,2019
2248069,Brooklyn,Park Slope,40.67232,-73.97879,45,2019
2248580,Manhattan,Greenwich Village,40.73411,-73.99723,1000,2019
2249464,Brooklyn,Prospect-Lefferts Gardens,40.66155,-73.94579,80,2019
2249878,Manhattan,Upper West Side,40.78531,-73.96988,375,2019
2249928,Manhattan,Upper West Side,40.78574,-73.9764,1000,2019
2250170,Manhattan,Stuyvesant Town,40.73205,-73.98094,1500,2019
2250372,Manhattan,Kips Bay,40.74422,-73.97822,1550,2019
2250790,Manhattan,Upper West Side,40.79891,-73.96705,89,2019
2251009,Manhattan,East Village,40.72847,-73.99029,129,2019
2252844,Manhattan,East Village,40.73046,-73.9921,500,2019
2253397,Manhattan,Upper East Side,40.7829,-73.94721,500,2019
2253500,Manhattan,Tribeca,40.7196,-74.00571,250,2019
2253949,Manhattan,West Village,40.73341,-74.00791,250,2019
2254388,Manhattan,Upper East Side,40.78021,-73.95044,175,2019
2254428,Brooklyn,Bedford-Stuyvesant,40.68835,-73.95568,40,2019
2254469,Manhattan,Upper East Side,40.7732,-73.95082,400,2019
2254541,Brooklyn,Williamsburg,40.71801,-73.95869,85,2019
2254582,Brooklyn,Clinton Hill,40.68255,-73.96124,219,2019
2254817,Manhattan,Upper East Side,40.76886,-73.95877,130,2019
2254851,Brooklyn,Greenpoint,40.72599,-73.94172,149,2019
2255005,Manhattan,Kips Bay,40.73876,-73.98108,100,2019
2255340,Manhattan,Greenwich Village,40.72832,-73.99916,289,2019
2255501,Manhattan,Upper West Side,40.78409,-73.97886,67,2019
2255549,Manhattan,Chelsea,40.7444,-73.9994,221,2019
2256519,Manhattan,Chelsea,40.74344,-73.99826,750,2019
2257064,Brooklyn,Williamsburg,40.71357,-73.96279,75,2019
2257080,Manhattan,Hell's Kitchen,40.75361,-73.99501,350,2019
2259331,Manhattan,Battery Park City,40.70517,-74.01753,425,2019
2259719,Manhattan,SoHo,40.72706,-74.00043,200,2019
2259813,Manhattan,Chelsea,40.74999,-73.99687,1000,2019
2260029,Brooklyn,Williamsburg,40.70943,-73.95101,100,2019
2260042,Queens,Astoria,40.76427,-73.91562,65,2019
2260274,Manhattan,Greenwich Village,40.73532,-73.99473,1250,2019
2260595,Manhattan,East Village,40.72959,-73.98112,112,2019
2261018,Manhattan,Murray Hill,40.7461,-73.97628,175,2019
2261367,Brooklyn,Sea Gate,40.57645,-74.01065,1485,2019
2262357,Queens,Sunnyside,40.74622,-73.92296,120,2019
2262868,Manhattan,Upper West Side,40.79432,-73.97269,150,2019
2263248,Manhattan,Kips Bay,40.74438,-73.97965,369,2019
2263265,Manhattan,Harlem,40.80119,-73.95295,81,2019
2265827,Brooklyn,Williamsburg,40.70868,-73.95343,89,2019
2266468,Brooklyn,Greenpoint,40.72569,-73.94017,199,2019
2267006,Brooklyn,Greenpoint,40.72537,-73.94076,149,2019
2267177,Brooklyn,Sunset Park,40.655,-74.00676,45,2019
2267692,Brooklyn,Greenpoint,40.7272,-73.94176,149,2019
2268632,Queens,Sunnyside,40.73817,-73.92463,600,2019
2268845,Manhattan,Kips Bay,40.74438,-73.97744,400,2019
2269104,Queens,Jamaica,40.7095,-73.78828,65,2019
2271504,Brooklyn,Clinton Hill,40.68766,-73.96439,6500,2019
2271792,Manhattan,Upper West Side,40.78345,-73.97858,150,2019
2272080,Brooklyn,Gowanus,40.68107,-73.98245,265,2019
2272739,Manhattan,Greenwich Village,40.7358,-73.99677,199,2019
2272872,Manhattan,Hell's Kitchen,40.76726,-73.98285,395,2019
2273019,Manhattan,Upper West Side,40.77018,-73.98643,150,2019
2273613,Brooklyn,Gowanus,40.67632,-73.99204,130,2019
2273733,Manhattan,Greenwich Village,40.73357,-73.99767,175,2019
2274084,Manhattan,Kips Bay,40.74215,-73.98018,2750,2019
2274268,Manhattan,Hell's Kitchen,40.7604,-73.9922,90,2019
2276065,Manhattan,Midtown,40.75225,-73.98725,1500,2019
2276383,Manhattan,Greenwich Village,40.7335,-73.99834,2500,2019
2277707,Manhattan,Upper West Side,40.78498,-73.97284,350,2019
2279335,Brooklyn,Williamsburg,40.71947,-73.9552,250,2019
2281142,Manhattan,East Village,40.73323,-73.98859,3750,2019
2281147,Manhattan,Midtown,40.76292,-73.98128,250,2019
2282085,Brooklyn,Williamsburg,40.71969,-73.9583,500,2019
2283001,Brooklyn,Carroll Gardens,40.68123,-73.99558,180,2019
2283143,Manhattan,Upper West Side,40.78269,-73.9839,800,2019
2284454,Manhattan,Upper East Side,40.76904,-73.95435,1600,2019
2284484,Manhattan,Upper West Side,40.79822,-73.97059,85,2019
2284809,Brooklyn,Bushwick,40.69982,-73.9249,49,2019
2285355,Manhattan,Upper West Side,40.77859,-73.97964,750,2019
2285440,Brooklyn,Greenpoint,40.73052,-73.95568,91,2019
2285444,Manhattan,West Village,40.73521,-74.00089,100,2019
2288762,Manhattan,Kips Bay,40.74398,-73.97662,152,2019
2289119,Brooklyn,Williamsburg,40.71725,-73.96249,250,2019
2289612,Manhattan,Murray Hill,40.74576,-73.97821,110,2019
2291507,Brooklyn,Williamsburg,40.71558,-73.94881,73,2019
2291575,Queens,Astoria,40.76895,-73.9236,300,2019
2291943,Manhattan,Upper East Side,40.77477,-73.95503,1000,2019
2292275,Manhattan,Upper East Side,40.77715,-73.94788,135,2019
2292366,Manhattan,Upper East Side,40.78103,-73.95069,75,2019
2294594,Manhattan,Midtown,40.76486,-73.97885,600,2019
2294663,Manhattan,Hell's Kitchen,40.75786,-73.99485,800,2019
2296024,Bronx,Riverdale,40.88579,-73.91599,250,2019
2297029,Manhattan,Hell's Kitchen,40.76182,-73.99003,200,2019
2297147,Brooklyn,Bedford-Stuyvesant,40.69329,-73.95607,75,2019
2297192,Manhattan,Financial District,40.70825,-74.00495,1000,2019
2297259,Brooklyn,Boerum Hill,40.68497,-73.989,900,2019
2297951,Manhattan,Tribeca,40.72035,-74.00493,70,2019
2298373,Queens,Rego Park,40.72988,-73.85773,88,2019
2298759,Manhattan,Hell's Kitchen,40.76774,-73.98503,425,2019
2299633,Manhattan,Theater District,40.76096,-73.98646,975,2019
2301258,Brooklyn,Park Slope,40.67262,-73.97351,305,2019
2303436,Manhattan,Lower East Side,40.72153,-73.99331,220,2019
2303583,Manhattan,Hell's Kitchen,40.76532,-73.99061,150,2019
2305025,Brooklyn,Bushwick,40.70544,-73.92192,49,2019
2305170,Brooklyn,Bay Ridge,40.62455,-74.02756,86,2019
2305890,Brooklyn,Flatbush,40.63449,-73.95742,140,2019
2308802,Queens,Kew Gardens Hills,40.72664,-73.82795,86,2019
2309363,Manhattan,Upper West Side,40.78263,-73.97415,650,2019
2309559,Manhattan,East Village,40.73259,-73.98681,350,2019
2309873,Manhattan,Upper East Side,40.77469,-73.96327,225,2019
2310008,Manhattan,Chinatown,40.71627,-73.99404,75,2019
2310445,Manhattan,Chelsea,40.74935,-73.99723,150,2019
2310542,Manhattan,Harlem,40.82016,-73.94559,199,2019
2310594,Brooklyn,Williamsburg,40.70972,-73.93864,95,2019
2310791,Brooklyn,Clinton Hill,40.68583,-73.96558,200,2019
2314392,Manhattan,Upper West Side,40.7803,-73.98347,200,2019
2314398,Brooklyn,Cobble Hill,40.68554,-73.99499,175,2019
2314553,Brooklyn,Greenpoint,40.72727,-73.93986,129,2019
2314589,Brooklyn,Williamsburg,40.70771,-73.94344,200,2019
2318126,Manhattan,Harlem,40.80269,-73.94637,60,2019
2319588,Manhattan,Financial District,40.70583,-74.00612,130,2019
2320028,Manhattan,East Harlem,40.7916,-73.94686,115,2019
2320581,Manhattan,West Village,40.73374,-74.00121,135,2019
2322189,Manhattan,Upper East Side,40.76225,-73.96165,300,2019
2323502,Queens,Ridgewood,40.70206,-73.90936,59,2019
2323714,Brooklyn,Clinton Hill,40.68568,-73.96244,196,2019
2325144,Brooklyn,Bushwick,40.69856,-73.93162,128,2019
2329047,Manhattan,Upper West Side,40.77794,-73.97699,400,2019
2329807,Manhattan,Theater District,40.76054,-73.98508,200,2019
2331148,Manhattan,Lower East Side,40.72171,-73.99053,180,2019
2331154,Brooklyn,Williamsburg,40.70874,-73.93818,60,2019
2331929,Brooklyn,Williamsburg,40.71216,-73.94612,70,2019
2332284,Manhattan,Washington Heights,40.84966,-73.93945,40,2019
2332880,Brooklyn,Prospect-Lefferts Gardens,40.65747,-73.95798,250,2019
2333141,Brooklyn,Crown Heights,40.67026,-73.92587,80,2019
2334411,Manhattan,Harlem,40.81128,-73.94117,85,2019
2339096,Manhattan,Chinatown,40.7159,-73.99059,70,2019
2345266,Brooklyn,Williamsburg,40.70941,-73.9522,55,2019
2346089,Brooklyn,Bedford-Stuyvesant,40.6901,-73.94524,60,2019
2346106,Brooklyn,Greenpoint,40.73421,-73.95698,100,2019
2346296,Brooklyn,Williamsburg,40.71165,-73.96716,73,2019
2346335,Brooklyn,Crown Heights,40.66732,-73.95794,145,2019
2346416,Queens,Astoria,40.76315,-73.92617,65,2019
2349715,Brooklyn,Crown Heights,40.67286,-73.92566,162,2019
2349737,Queens,Rego Park,40.73243,-73.86773,275,2019
2350883,Brooklyn,Williamsburg,40.71338,-73.95738,56,2019
2356082,Manhattan,Greenwich Village,40.72946,-74.00189,200,2019
2359340,Manhattan,Hell's Kitchen,40.76349,-73.98985,250,2019
2361020,Brooklyn,Bedford-Stuyvesant,40.68172,-73.93236,500,2019
2361323,Brooklyn,Crown Heights,40.67935,-73.9633,120,2019
2362306,Brooklyn,Flatbush,40.65173,-73.96035,55,2019
2362357,Brooklyn,South Slope,40.66468,-73.98777,59,2019
2365645,Brooklyn,Williamsburg,40.711,-73.95403,99,2019
2367089,Manhattan,Upper East Side,40.78092,-73.95162,155,2019
2368021,Manhattan,Kips Bay,40.73997,-73.98137,200,2019
2368214,Manhattan,Civic Center,40.71654,-74.00138,60,2019
2371632,Queens,Ozone Park,40.67657,-73.84083,85,2019
2371794,Manhattan,SoHo,40.72541,-74.01015,150,2019
2372740,Queens,Ridgewood,40.70375,-73.9094,45,2019
2373238,Manhattan,Hell's Kitchen,40.76046,-73.99131,200,2019
2374228,Brooklyn,Crown Heights,40.6738,-73.93985,120,2019
2376206,Manhattan,Hell's Kitchen,40.76394,-73.99448,100,2019
2377514,Manhattan,East Harlem,40.80021,-73.94142,195,2019
2379865,Brooklyn,Crown Heights,40.67343,-73.96291,38,2019
2380403,Brooklyn,Crown Heights,40.6769,-73.9513,75,2019
2381302,Brooklyn,Bensonhurst,40.61518,-73.98874,76,2019
2383233,Brooklyn,Bedford-Stuyvesant,40.69392,-73.95446,175,2019
2385344,Brooklyn,Greenpoint,40.73334,-73.95478,500,2019
2385779,Brooklyn,Bedford-Stuyvesant,40.68843,-73.93678,179,2019
2391204,Brooklyn,Flatbush,40.64846,-73.96186,200,2019
2392051,Manhattan,Lower East Side,40.71762,-73.98334,400,2019
2392296,Bronx,Kingsbridge,40.88437,-73.89746,32,2019
2392301,Brooklyn,Williamsburg,40.7106,-73.95325,50,2019
2392814,Manhattan,Lower East Side,40.71968,-73.98726,75,2019
2396867,Manhattan,Harlem,40.82039,-73.95514,40,2019
2399434,Brooklyn,Bushwick,40.70054,-73.92954,62,2019
2400010,Brooklyn,Clinton Hill,40.69045,-73.96762,239,2019
2400614,Brooklyn,Williamsburg,40.71919,-73.9418,179,2019
2404708,Brooklyn,Williamsburg,40.71952,-73.96281,250,2019
2405505,Manhattan,West Village,40.73618,-74.00256,400,2019
2407196,Manhattan,Harlem,40.81904,-73.94325,98,2019
2410200,Brooklyn,Williamsburg,40.71023,-73.94657,89,2019
2410620,Manhattan,Upper East Side,40.78331,-73.94489,185,2019
2410819,Manhattan,East Village,40.72916,-73.98022,125,2019
2412916,Brooklyn,Carroll Gardens,40.68008,-73.99392,180,2019
2414157,Brooklyn,Flatbush,40.64307,-73.95455,30,2019
2415563,Brooklyn,Crown Heights,40.67019,-73.95541,60,2019
2416016,Manhattan,Lower East Side,40.71962,-73.99178,115,2019
2416104,Brooklyn,Kensington,40.64742,-73.97559,200,2019
2416191,Brooklyn,Williamsburg,40.7186,-73.9451,70,2019
2417098,Manhattan,Upper West Side,40.78327,-73.97343,179,2019
2419438,Brooklyn,Bushwick,40.6998,-73.92913,109,2019
2419574,Manhattan,Hell's Kitchen,40.76589,-73.98536,124,2019
2422991,Manhattan,Chelsea,40.7453,-74.00704,159,2019
2424199,Brooklyn,Crown Heights,40.67422,-73.95569,85,2019
2424342,Brooklyn,Greenpoint,40.73169,-73.9554,109,2019
2425222,Manhattan,Tribeca,40.72034,-74.01122,110,2019
2425871,Manhattan,Tribeca,40.7159,-74.00834,500,2019
2425980,Manhattan,Harlem,40.82301,-73.94907,65,2019
2430828,Manhattan,Washington Heights,40.83358,-73.94462,112,2019
2431607,Brooklyn,Bedford-Stuyvesant,40.68642,-73.9344,25,2019
2431784,Manhattan,Upper West Side,40.7809,-73.98215,220,2019
2432545,Brooklyn,Bushwick,40.6911,-73.92125,79,2019
2432622,Brooklyn,Greenpoint,40.72545,-73.95405,200,2019
2433591,Brooklyn,Crown Heights,40.66586,-73.95128,55,2019
2435198,Bronx,Soundview,40.82528,-73.86004,50,2019
2435408,Brooklyn,Greenpoint,40.72669,-73.9419,129,2019
2435621,Manhattan,Upper West Side,40.7851,-73.97397,195,2019
2435669,Brooklyn,Flatbush,40.64815,-73.96486,79,2019
2438181,Manhattan,Two Bridges,40.71149,-73.99721,65,2019
2440173,Manhattan,Hell's Kitchen,40.76453,-73.99515,123,2019
2440846,Brooklyn,Williamsburg,40.71124,-73.9499,70,2019
2445856,Queens,Long Island City,40.74955,-73.95081,100,2019
2446430,Brooklyn,South Slope,40.66443,-73.98792,69,2019
2447138,Manhattan,Tribeca,40.72023,-74.00715,450,2019
2447298,Manhattan,SoHo,40.72512,-74.00024,650,2019
2447460,Manhattan,East Harlem,40.79926,-73.94499,125,2019
2447467,Brooklyn,Greenpoint,40.73418,-73.95683,75,2019
2447634,Brooklyn,Greenpoint,40.73348,-73.95689,154,2019
2447868,Manhattan,Morningside Heights,40.8049,-73.96315,60,2019
2451110,Manhattan,Greenwich Village,40.72908,-73.9965,279,2019
2451438,Manhattan,Harlem,40.82349,-73.94193,80,2019
2451647,Manhattan,East Village,40.72598,-73.97778,84,2019
2453730,Brooklyn,Gowanus,40.67906,-73.99093,180,2019
2453739,Brooklyn,Crown Heights,40.67652,-73.95713,100,2019
2454281,Brooklyn,Bedford-Stuyvesant,40.69011,-73.96026,86,2019
2454504,Brooklyn,Park Slope,40.67348,-73.9779,189,2019
2454507,Manhattan,Financial District,40.70781,-74.00701,130,2019
2457755,Manhattan,Hell's Kitchen,40.76852,-73.98735,150,2019
2458656,Brooklyn,Greenpoint,40.72708,-73.94171,149,2019
2458811,Queens,Astoria,40.75705,-73.91771,83,2019
2459587,Manhattan,Upper East Side,40.78474,-73.94974,180,2019
2459916,Brooklyn,Bedford-Stuyvesant,40.68948,-73.93528,18,2019
2460303,Brooklyn,Park Slope,40.68091,-73.9766,100,2019
2460611,Brooklyn,Greenpoint,40.72559,-73.95033,145,2019
2461439,Manhattan,Lower East Side,40.72007,-73.98946,133,2019
2461540,Queens,Astoria,40.75799,-73.92006,75,2019
2464673,Brooklyn,Williamsburg,40.70669,-73.93578,100,2019
2464679,Manhattan,East Village,40.73237,-73.98918,99,2019
2465333,Brooklyn,Fort Greene,40.68825,-73.98038,132,2019
2465699,Manhattan,Harlem,40.79841,-73.95257,72,2019
2465962,Queens,Astoria,40.76122,-73.91163,125,2019
2466687,Brooklyn,Williamsburg,40.71512,-73.94978,102,2019
2466770,Brooklyn,Greenpoint,40.72574,-73.94146,129,2019
2466816,Brooklyn,Columbia St,40.68727,-74.00352,107,2019
2467087,Manhattan,Nolita,40.72297,-73.99539,250,2019
2467377,Queens,Bay Terrace,40.78645,-73.77958,90,2019
2467680,Manhattan,Upper West Side,40.78792,-73.97758,200,2019
2467879,Brooklyn,Williamsburg,40.71841,-73.95992,90,2019
2468186,Manhattan,Upper West Side,40.79838,-73.96388,200,2019
2471108,Brooklyn,Boerum Hill,40.68955,-73.98885,160,2019
2471725,Manhattan,Hell's Kitchen,40.76269,-73.9907,124,2019
2471815,Brooklyn,Bedford-Stuyvesant,40.6895,-73.95279,95,2019
2471910,Brooklyn,Greenpoint,40.72591,-73.9422,129,2019
2472636,Brooklyn,Williamsburg,40.71492,-73.94124,110,2019
2473611,Manhattan,Harlem,40.80121,-73.95002,92,2019
2473861,Manhattan,Harlem,40.80705,-73.94452,175,2019
2477138,Queens,Ozone Park,40.67948,-73.85335,30,2019
2478415,Brooklyn,Red Hook,40.68075,-74.00961,134,2019
2478825,Manhattan,SoHo,40.72337,-74.00175,400,2019
2479193,Manhattan,Kips Bay,40.744,-73.98054,152,2019
2485482,Queens,Jackson Heights,40.75484,-73.8764,75,2019
2487073,Manhattan,Financial District,40.70933,-74.00381,169,2019
2487848,Brooklyn,Williamsburg,40.71116,-73.96078,95,2019
2487851,Brooklyn,Williamsburg,40.71072,-73.96143,90,2019
2488022,Manhattan,Harlem,40.8151,-73.95147,60,2019
2488227,Manhattan,Lower East Side,40.72005,-73.98609,180,2019
2489407,Manhattan,Upper East Side,40.77194,-73.94773,84,2019
2489615,Brooklyn,Bushwick,40.70451,-73.92588,98,2019
2489920,Brooklyn,Flatlands,40.62338,-73.94078,90,2019
2492275,Brooklyn,Greenpoint,40.72771,-73.95382,134,2019
2493039,Manhattan,Chelsea,40.75066,-73.9972,119,2019
2493176,Manhattan,Upper East Side,40.77574,-73.9524,141,2019
2495596,Manhattan,Greenwich Village,40.73405,-73.99725,199,2019
2496301,Brooklyn,Bushwick,40.69587,-73.9096,108,2019
2500087,Manhattan,Hell's Kitchen,40.7673,-73.98809,150,2019
2500560,Brooklyn,Williamsburg,40.71009,-73.95741,175,2019
2501384,Brooklyn,Boerum Hill,40.68844,-73.98513,90,2019
2501809,Brooklyn,Prospect-Lefferts Gardens,40.6574,-73.96174,45,2019
2507612,Brooklyn,Borough Park,40.63256,-73.99453,49,2019
2508374,Queens,Jamaica,40.67349,-73.76951,63,2019
2508745,Manhattan,Harlem,40.81456,-73.94583,100,2019
2509093,Brooklyn,Williamsburg,40.71683,-73.95623,110,2019
2509617,Manhattan,Upper East Side,40.77979,-73.96153,600,2019
2510394,Queens,Long Island City,40.74263,-73.95594,395,2019
2513351,Queens,Astoria,40.76441,-73.92878,70,2019
2514689,Manhattan,Midtown,40.75879,-73.96413,399,2019
2514760,Manhattan,Upper West Side,40.79732,-73.97259,145,2019
2515876,Queens,Astoria,40.76374,-73.90965,59,2019
2516430,Queens,Astoria,40.75879,-73.91185,50,2019
2517989,Manhattan,Nolita,40.72276,-73.99499,145,2019
2518907,Manhattan,East Village,40.73101,-73.98936,245,2019
2519112,Manhattan,Hell's Kitchen,40.76152,-73.98793,149,2019
2519255,Brooklyn,Bushwick,40.70365,-73.92711,50,2019
2519770,Queens,Ditmars Steinway,40.77804,-73.91623,150,2019
2519879,Manhattan,Lower East Side,40.71934,-73.98196,110,2019
2521670,Brooklyn,Crown Heights,40.67571,-73.95161,60,2019
2523629,Brooklyn,South Slope,40.66517,-73.98637,165,2019
2524034,Brooklyn,Borough Park,40.64426,-73.99555,53,2019
2524058,Manhattan,East Village,40.72314,-73.98491,160,2019
2524213,Brooklyn,Borough Park,40.64601,-73.99765,38,2019
2524228,Brooklyn,Borough Park,40.64447,-73.99574,49,2019
2524451,Brooklyn,Borough Park,40.64492,-73.99612,47,2019
2524658,Brooklyn,Bushwick,40.69728,-73.93066,120,2019
2524947,Manhattan,Financial District,40.70558,-74.01533,175,2019
2525956,Manhattan,Theater District,40.76084,-73.98367,129,2019
2526152,Brooklyn,Crown Heights,40.67901,-73.96237,105,2019
2529085,Brooklyn,Carroll Gardens,40.68287,-73.99082,275,2019
2530057,Manhattan,Harlem,40.81927,-73.94631,99,2019
2531865,Manhattan,Kips Bay,40.73905,-73.98161,210,2019
2532068,Manhattan,Upper West Side,40.77929,-73.97787,65,2019
2532443,Brooklyn,Sunset Park,40.63747,-74.01153,52,2019
2532873,Queens,Astoria,40.76163,-73.91783,100,2019
2536005,Manhattan,Battery Park City,40.70657,-74.01676,91,2019
